country,iso,survey_start_year,survey_end_year,age_group,population,region,sub_region,intermediate_region,contraceptive_any_method,contraceptive_any_modern_method,contraceptive_any_traditional_method,contraceptive_emergency_contraception,contraceptive_female_condom,contraceptive_female_sterilization,contraceptive_implant,contraceptive_injectable,contraceptive_iud,contraceptive_lactational_amenorrhea_method_lam,contraceptive_male_condom,contraceptive_male_sterilization,contraceptive_other_modern_methods,contraceptive_other_traditional_methods,contraceptive_pill,contraceptive_rhythm,contraceptive_vaginal_barrier_methods,contraceptive_withdrawal,unmet_need_limiting,unmet_need_spacing,unmet_need_total,demand_satisfied,data_source_datacatalog_id,data_source_datacatalog_longname,data_source_source,notes,notes_contraceptive_use_methods,notes_contraceptive_use_population,notes_contraceptive_use_residuals_modern_methods,notes_contraceptive_use_residuals_traditional_methods,notes_note_on_country,notes_unmet_need_indicator,notes_unmet_need_population_excluded,notes_unmet_need_population_included
Mauritius,480,2002,2002,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,75.8,39.3,36.5,NA,NA,8.9,0.1,3.7,1.4,NA,8.9,0.1,NA,NA,16,10.1,0.2,26.4,NA,NA,3.5,49.6,2924,Mauritius 2002 Contraceptive Prevalence Survey of Mauritius and Rodrigues Islands,National survey,,Adjusted.,NA,NA,NA,NA,NA,"Excluding women who are currently pregnant, currently seeking to become pregnant, subfecund, or who are not sexually active, including women practicing post-partum abstinence. ","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM)."
Mauritius,480,2014,2014,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,63.8,32,31.8,NA,0.1,7.3,0.9,1.6,1.6,NA,10.6,0,NA,NA,8.9,4.2,0.1,28.5,8.4,4.1,12.5,41.9,5970,Mauritius 2014 Contraceptive Prevalence Survey,CPS,,NA,NA,NA,NA,Excluding Island of Rodrigues. Data for Island of Rodigrues are available in report.,NA,NA,NA
Mexico,484,1976,1977,15-49,MW,Americas,Latin America and the Caribbean,Central America,30.3,23.3,7.1,NA,NA,2.7,NA,1.7,5.7,NA,0.8,0.2,NA,0.4,10.8,3.1,1.4,3.6,NA,NA,NA,NA,110,Mexico 1976-1977 World Fertility Survey,WFS,,NA,NA,NA,Including douching.,NA,NA,NA,NA
Mexico,484,1978,1978,15-49,MW,Americas,Latin America and the Caribbean,Central America,40,32.8,7.3,NA,NA,7,NA,2.8,6.5,NA,1,0.2,NA,1,13.8,3,1.5,3.3,NA,NA,NA,NA,418,Mexico 1978 Encuesta Nacional de Prevalencia en el Uso de Métodos Anticonceptivos,CPS,,Data for methods pertain to all women regardless of marital status.,NA,NA,NA,NA,NA,NA,NA
Mexico,484,1979,1979,15-49,MW,Americas,Latin America and the Caribbean,Central America,37.8,32,5.7,NA,NA,8.9,NA,2.5,6.1,NA,NA,0.2,1.9,NA,12.5,NA,NA,NA,NA,NA,NA,NA,128,Mexico 1979 Encuesta Nacional de Prevalencia en el Uso de Métodos Anticonceptivos,CPS,,NA,NA,Including male condoms and vaginal barrier methods.,Including rhythm and withdrawal.,NA,NA,NA,NA
Mexico,484,1982,1982,15-49,MW,Americas,Latin America and the Caribbean,Central America,47.7,41.5,6.1,NA,NA,13.4,NA,5.1,6.6,NA,NA,0.3,2,6.2,14.2,NA,NA,NA,NA,NA,NA,NA,2727,"Mexico 1982 Fecundidad, Anticoncepción y Planificación Familiar en Mexico",National survey,,NA,NA,Including condoms and vaginal barrier methods.,"Including rhythm, withdrawal, folk methods and herbs.",NA,NA,NA,NA
Mexico,484,1987,1987,15-49,MW,Americas,Latin America and the Caribbean,Central America,52.7,44.6,8.1,NA,NA,18.6,NA,2.8,10.2,NA,1.9,0.8,NA,NA,9.7,NA,0.6,NA,13,12.1,25.1,57.3,1733,Mexico 1987 Demographic and Health Survey,DHS,,NA,NA,NA,"Including breastfeeding, rhythm and withdrawal.",NA,NA,NA,NA
Mexico,484,1992,1992,15-49,MW,Americas,Latin America and the Caribbean,Central America,63.1,55.2,7.9,NA,NA,NA,NA,NA,11.1,NA,2.9,NA,31.4,NA,9.8,NA,NA,NA,NA,NA,NA,NA,46,Mexico 1992 Encuesta Nacional de la Dinámica Demográfica,National survey,,NA,NA,"Including male and female sterilization, injectables and implants.",NA,NA,NA,NA,NA
Mexico,484,1995,1995,15-49,MW,Americas,Latin America and the Caribbean,Central America,66.5,57.5,8.9,NA,NA,27.3,NA,3.1,14.6,NA,NA,0.6,3.4,NA,8.4,NA,NA,NA,8.9,7.2,16.1,69.6,1151,Mexico 1995 Encuesta Nacional de Planificación Familiar,National survey,,NA,NA,Including male condoms and vaginal barrier methods.,Including rhythm and withdrawal.,NA,NA,NA,"Data pertain to women who are exposed to the risk of pregnancy, are not using a method of contraception and want to space or limit the number of births."
Mexico,484,1997,1997,15-49,MW,Americas,Latin America and the Caribbean,Central America,68.4,59.5,8.9,NA,NA,NA,NA,NA,14.1,NA,3.6,NA,34.7,NA,7.1,NA,NA,NA,5.2,6.9,12.1,73.9,688,Mexico 1997 Encuesta Nacional de la Dinámica Demográfica,National survey,,NA,NA,"Including male and female sterilization, injectables and implants.",NA,NA,NA,NA,"Data pertain to women who are exposed to the risk of pregnancy, are not using a method of contraception and want to space or limit the number of births."
Mexico,484,2003,2003,15-49,MW,Americas,Latin America and the Caribbean,Central America,74.5,69.3,5.2,NA,NA,NA,NA,NA,14.3,NA,5.8,NA,43.1,NA,6.1,NA,NA,NA,4.8,5.1,9.9,82.1,2931,Mexico 2003 Encuesta Nacional de Salud Reproductiva,National survey,,NA,NA,"Including male and female sterilization, injectables and implants.",NA,NA,NA,NA,"Data pertain to women who are exposed to the risk of pregnancy, are not using a method of contraception and want to space or limit the number of births."
Mexico,484,2006,2006,15-49,MW,Americas,Latin America and the Caribbean,Central America,70.9,66.5,4.4,NA,NA,NA,NA,5,11.6,NA,6.4,NA,38.4,NA,4.7,NA,0.4,NA,5.7,6.2,12,80.2,2947,Mexico 2006 Encuesta Nacional de la Dinámica Demográfica,National survey,,NA,NA,Including male and female sterilization.,NA,NA,NA,NA,"Data pertain to women who are exposed to the risk of pregnancy, are not using a method of contraception and want to space or limit the number of births."
Mexico,484,2009,2009,15-49,MW,Americas,Latin America and the Caribbean,Central America,72.5,67.4,5.1,NA,NA,36.3,NA,NA,NA,NA,NA,2.2,28.9,5.1,NA,NA,NA,NA,4.6,5.2,9.8,81.9,5550,Mexico 2009 Encuesta Nacional de la Dinámica Demográfica,National survey,,NA,NA,"Including male and female sterilization, pills, injectables, IUD, male condoms and vaginal barrier methods.","Including lactational amenorrhea (LAM), rhythm and withdrawal.",NA,NA,NA,NA
Mexico,484,2014,2014,15-49,MW,Americas,Latin America and the Caribbean,Central America,72.3,68.4,3.9,NA,NA,36.2,NA,NA,NA,NA,NA,2.3,29.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,5734,Mexico 2014 Encuesta Nacional de la Dinámica Demográfica,National survey,,NA,NA,"Including pill, injectables, implants, patch (hormonal), emergency pill, IUD,vaginal ring (hormonal), male condom, female condom, spermicide and diaphragm.","Including lactational amenorrhea (LAM), rhythm, withdrawal, periodic abstinence and Billings.",NA,NA,NA,NA
Mexico,484,2015,2015,15-49,MW,Americas,Latin America and the Caribbean,Central America,66.9,64.6,1.9,NA,0.2,32.9,4.2,4.1,13.1,NA,5.9,1.2,NA,0.7,3,1,0.1,0.5,7.8,5.2,13,80.9,7339,"Mexico 2015 Encuesta Nacional de Niños, Niñas y Mujeres",MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Mongolia,496,1994,1994,15-49,MW,Asia,Eastern Asia,NA,57.3,41.2,16.1,NA,NA,0.9,0.3,1.1,33.1,NA,3.4,NA,NA,2.4,2.5,13.1,NA,0.6,NA,NA,NA,NA,744,Mongolia 1994 Demographic Survey,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
Mongolia,496,1998,1998,15-49,MW,Asia,Eastern Asia,NA,59.9,45.7,14.3,NA,NA,2.4,0.2,3.1,32.2,NA,3.5,0,NA,1.1,4.2,12.5,0.1,0.7,6.9,2.9,9.9,65.5,675,Mongolia 1998 Reproductive Health Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,"Including pregnant women whose current pregnancy was mistimed or unwanted, and women in post-partum amenorrhea whose last birth was mistimed or unwanted. Including women who are not using any method of contraception and do not want any more children or want to space their next birth.  "
Mongolia,496,2e3,2e3,15-49,MW,Asia,Eastern Asia,NA,67.4,59.1,8.3,NA,0.6,1.3,0.3,5.8,33.5,4.7,4.3,0.2,NA,0.3,8.3,8,0.1,0.1,NA,NA,NA,NA,1916,Mongolia 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,496,2003,2003,15-49,MW,Asia,Eastern Asia,NA,69,58.4,10.6,NA,0.1,3,0.3,5.8,32.8,NA,5.4,NA,NA,0,11,9.9,0,0.6,2.6,2,4.6,79.3,677,Mongolia 2003 Reproductive Health Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,"Including pregnant women whose current pregnancy was mistimed or unwanted, and women in post-partum amenorrhea whose last birth was mistimed or unwanted. Including women who are not using any method of contraception and do not want any more children or want to space their next birth.  "
Mongolia,496,2005,2005,15-49,MW,Asia,Eastern Asia,NA,66,61.1,4.9,NA,0.3,2.4,0.8,11.1,28.9,0.5,5.3,0.1,NA,0.2,11.5,4.7,0.2,0.1,NA,NA,NA,NA,832,Mongolia 2005 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,496,2008,2008,15-49,MW,Asia,Eastern Asia,NA,55.2,49.6,5.5,0,0,2.6,0.2,7.9,22.3,NA,6.7,0,NA,0.1,9.7,5.1,0,0.3,0.7,13.7,14.4,71.3,4566,Mongolia 2008 Reproductive Health Survey,National survey,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,"Including pregnant women whose current pregnancy was mistimed or unwanted, and women in post-partum amenorrhea whose last birth was mistimed or unwanted. Including women who are not using any method of contraception and do not want any more children or want to space their next birth.  "
Mongolia,496,2010,2010,15-49,MW,Asia,Eastern Asia,NA,54.9,50.4,4.5,NA,0,2.8,0.3,4.6,22.7,0.2,7,0.4,NA,0.2,12.4,4.3,0.1,0,16.5,5.9,22.3,65.3,5014,Mongolia 2010 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Mongolia,496,2013,2013,15-49,MW,Asia,Eastern Asia,NA,54.6,48.2,6.4,NA,0.1,3.2,0.5,3.7,23.5,NA,8.4,0,NA,0.1,8.7,5.8,0,0.5,9.3,6.8,16,68.3,5579,Mongolia 2013 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Montenegro,499,1970,1970,15-44,AL,Europe,Southern Europe,NA,49.5,7,42.5,NA,NA,NA,NA,NA,0.4,NA,3.1,NA,NA,NA,3.5,3.3,NA,39.2,NA,NA,NA,NA,3222,Montenegro 1970 Yugoslavia Fertility Survey,National survey,,Data pertain to methods used during  the last two months.,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Montenegro,499,2e3,2e3,15-49,MW,Europe,Southern Europe,NA,52.7,30.7,22,NA,NA,NA,NA,NA,7.6,0.7,13.6,NA,NA,0.2,6.8,10.6,2,11.4,NA,NA,NA,NA,4451,Montenegro 2000 Multiple Indicator Cluster Survey (Federal Republic of Yugoslavia),MICS,,Adjusted.,NA,NA,NA,NA,NA,NA,NA
Montenegro,499,2005,2006,15-49,MW,Europe,Southern Europe,NA,39.4,17.4,22,NA,0.1,0.1,NA,NA,9.7,0.2,4.3,NA,0.1,0.3,2.4,3.9,0.5,17.7,NA,NA,NA,NA,2456,Montenegro 2005-2006 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Montenegro,499,2013,2013,15-49,MW,Europe,Southern Europe,NA,23.3,15.4,7.8,NA,NA,0.1,NA,NA,5.6,0,6.9,NA,NA,0.1,2.7,0.3,NA,7.4,10.8,11.1,21.8,34.1,5015,Montenegro 2013 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Montserrat,500,1984,1984,15-44,MW,Americas,Latin America and the Caribbean,Caribbean,52.6,52.2,0.3,NA,NA,NA,NA,3.2,11,NA,3.4,NA,1.6,NA,30.6,NA,2.4,NA,NA,NA,NA,NA,2746,Montserrat 1984 IPPF-WHR Caribbean Contraceptive Prevalence Survey,CCPS,,NA,NA,Including male and female sterilization.,Including rhythm and withdrawal.,NA,NA,NA,NA
Morocco,504,1979,1980,15-49,MW,Africa,Northern Africa,NA,19.4,16.4,3,NA,NA,0.8,NA,0,1.6,NA,0.3,NA,NA,0.7,13.7,1.1,0,1.1,NA,NA,NA,NA,771,Morocco 1980 World Fertility Survey,WFS,,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,504,1983,1984,15-49,MW,Africa,Northern Africa,NA,25.5,21.2,4.3,NA,NA,1.7,0,0,2,NA,0.4,0,NA,1.2,16.8,1.5,0.3,1.6,NA,NA,NA,NA,642,Morocco 1983-1984 Enquête nationale de prévalence contraceptive,CPS,,NA,NA,NA,Including abstinence and douching.,NA,NA,NA,NA
Morocco,504,1987,1987,15-49,MW,Africa,Northern Africa,NA,35.9,28.9,6.9,NA,NA,2.2,NA,0.3,2.9,NA,0.5,0,NA,1.5,22.9,2.3,0.1,3.1,9.6,12.5,22.1,49.8,1796,Morocco 1987 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence and douching.,NA,NA,NA,NA
Morocco,504,1992,1992,15-49,MW,Africa,Northern Africa,NA,41.5,35.5,6,NA,NA,3,NA,0.1,3.2,NA,0.9,NA,NA,0.3,28.1,3,0.2,2.6,13.9,9.6,23.5,54.6,1797,Morocco 1992 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,504,1995,1995,15-49,MW,Africa,Northern Africa,NA,50.3,42.4,7.9,NA,NA,4.3,0.1,0.1,4.3,NA,1.4,NA,NA,0.4,32.2,4.6,0.1,2.8,9.8,6.3,16.1,63.9,695,Morocco 1995 Enquête de panel sur la population et la santé,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,504,1997,1997,15-49,MW,Africa,Northern Africa,NA,58.4,48.8,9.6,NA,NA,3,0.1,0.7,5.3,NA,1.2,NA,NA,3.5,38.3,3.2,0.1,3,NA,NA,NA,NA,204,Morocco 1997 Enquête nationale sur la santé de la mère et de l'enfant,PAPCHILD,,NA,NA,Including male sterilization.,Including breastfeeding.,NA,NA,NA,NA
Morocco,504,2003,2004,15-49,MW,Africa,Northern Africa,NA,63,54.8,8.2,NA,NA,2.7,NA,2.1,5.4,2.8,1.5,NA,NA,0.1,40.1,3.8,0.1,4.4,7.4,4.4,11.9,73.2,1866,Morocco 2003-2004 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Morocco,504,2010,2011,15-49,MW,Africa,Northern Africa,NA,67.4,58.6,8.8,NA,NA,NA,NA,NA,4.2,1.9,NA,NA,4.1,0.2,48.4,4.4,NA,4.1,6.7,4.2,10.9,74.8,5353,Morocco 2011 Enquête Nationale sur la Population et la Santé Familiale,PAPFAM,,NA,NA,NA,NA,NA,Survey did not ask whether a child was wanted.,NA,NA
Mozambique,508,1997,1997,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,5.6,5.1,0.5,NA,NA,0.7,NA,2.3,0.3,NA,0.3,NA,NA,0.4,1.4,0.1,0,0,6.3,18.7,24.9,16.7,1767,Mozambique 1997 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Mozambique,508,2003,2004,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,25.5,20.8,4.7,NA,NA,0.9,NA,4.8,0.1,9.1,1.1,NA,NA,1.4,4.9,3.1,NA,0.2,8,10.9,18.9,46.8,1758,Mozambique 2003 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Mozambique,508,2008,2008,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,16.2,14.7,1.5,NA,0,0.2,0,4.6,0.2,2.5,0.8,0,NA,0.4,6.3,1.1,0,0.1,NA,NA,NA,NA,4871,Mozambique 2008 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,508,2011,2011,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,11.6,11.3,0.3,NA,0.1,0.2,0,5.1,0.1,0.2,1.1,NA,0,0.1,4.5,0.1,NA,0.1,12.9,15.6,28.5,28.2,5064,Mozambique 2011 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,508,2015,2015,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,27.1,25.3,1.8,NA,0.1,0.2,1.7,13.4,0.8,1.1,1.5,0,0.1,0.9,6.4,0.8,0,0.1,NA,NA,23.1,50.4,5794,Mozambique 2015 AIDS Indicator Survey (AIS),DHS,,NA,NA,NA,NA,NA,Preliminary data.,NA,NA
Myanmar,104,1991,1991,15-49,MW,Asia,South-eastern Asia,NA,16.8,13.6,3.2,NA,NA,3.7,NA,3.1,0.9,NA,0.1,1.8,0,0.5,4,2.4,0,0.4,14.4,6.2,20.6,36.4,195,Myanmar 1991 Population Change and Fertility Survey,National survey,,Adjusted.,NA,NA,NA,NA,NA,Excluding women who are uncertain about their desire for more children or desired timing of the next child. ,"Including fecund married women, husband present, who are not using contraception, are not pregnant or in post-partum amenorrhea and who want a child after two years or want no more children.  "
Myanmar,104,1997,1997,15-49,MW,Asia,South-eastern Asia,NA,32.7,28.3,4.4,NA,NA,5.5,NA,11.7,1.3,NA,0.1,2.2,0,1.2,7.4,2.4,0,0.8,13.3,5.8,19.1,54.6,638,Myanmar 1997 Fertility and Reproductive Health Survey,National survey,,Adjusted.,NA,NA,NA,NA,NA,Excluding women who are uncertain about their desire for more children or desired timing of the next child. ,"Including fecund married women, husband present, who are not using contraception, are not pregnant or in post-partum amenorrhea and who want a child after two years or want no more children.  "
Myanmar,104,2001,2001,15-49,MW,Asia,South-eastern Asia,NA,37,32.8,4.2,NA,NA,4.6,NA,14.8,1.8,NA,0.3,1.5,0,1.3,9.8,1.8,0,1,12.8,6.3,19.1,58.5,816,Myanmar 2001 Fertility and Reproductive Health Survey,National survey,,NA,NA,NA,NA,NA,NA,Excluding women who are uncertain about their desire for more children or desired timing of the next child. Including currently pregnant women who would have preferred their pregnancy later or did not want any more pregnancies. ,"Including fecund married women, husband present, who are not using contraception, are not pregnant or in post-partum amenorrhea and who want a child after two years or want no more children.  "
Myanmar,104,2007,2007,15-49,MW,Asia,South-eastern Asia,NA,41,38.4,2.6,NA,NA,4.4,NA,19.7,1.8,NA,0.7,1,NA,0.6,10.8,1.2,NA,0.7,NA,NA,NA,NA,5142,Myanmar 2007 Fertility and Reproductive Health Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,104,2009,2010,15-49,EM,Asia,South-eastern Asia,NA,46,45.8,0.3,NA,0,3.6,0.1,27.5,2.1,0.1,0.4,0.4,NA,0.1,11.5,0.1,0,0,NA,NA,NA,NA,5016,Myanmar 2009-2010 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,Data pertain to ever-married women of reproductive age.,NA,NA,NA,NA,NA,NA
Myanmar,104,2015,2016,15-49,MW,Asia,South-eastern Asia,NA,52.2,51.3,1,NA,NA,4.8,0.9,27.6,2.8,NA,1,0.3,0,0.1,13.8,0.3,NA,0.6,11.4,4.8,16.2,75,6084,Myanmar 2015-2016 Demographic and Health Survey,DHS,,NA,NA,Including lactational amenorrhea method (LAM),NA,NA,NA,NA,NA
Namibia,516,1989,1989,<50,AL,Africa,Sub-Saharan Africa,Southern Africa,40.9,32.1,8.8,NA,NA,6.4,NA,16,1.4,NA,NA,0.1,NA,8.8,8.2,0,NA,NA,NA,NA,NA,NA,5143,Namibia 1989 Southern African Demographic and Health Survey,National survey,,Adjusted.,Data pertain to non-pregnant women.,NA,Including breastfeeding.,NA,NA,NA,NA
Namibia,516,1992,1992,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,28.9,26,2.9,NA,NA,7.4,NA,7.7,2.1,NA,0.3,0.2,NA,1.9,8.3,0.7,0.1,0.3,7.1,14.6,21.8,51.3,1799,Namibia 1992 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Namibia,516,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,43.7,42.6,1.1,NA,0.1,8.5,NA,18.7,1.2,NA,5.2,0.8,NA,0.9,8.2,0.2,NA,0.1,14,9.9,23.9,63,1807,Namibia 2000 Demographic and Health Survey,DHS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Namibia,516,2006,2007,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,55.1,53.5,1.6,NA,0.1,10.3,0.2,21.8,1.4,NA,10.6,0.4,NA,0.9,8.6,0.4,0.1,0.3,12.1,8.6,20.7,70.6,43,Namibia 2006-2007 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Namibia,516,2013,2013,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,56.1,55.3,0.8,NA,0.5,6.4,0.2,26.8,1.2,0.1,12,0.3,1,0.4,7,0.2,0,0.3,8.4,9.1,17.5,75.1,5616,Namibia 2013 Demographic and Health Survey,DHS,,Figures by method do not add up to the total.,NA,Including contraceptive patch.,NA,NA,NA,NA,NA
Nauru,520,2007,2007,15-49,MW,Oceania,Micronesia,NA,35.6,25.1,10.5,NA,NA,13.3,NA,2.3,3.8,2.1,2.8,0.2,NA,1.2,0.6,4.7,NA,4.5,7.1,16.4,23.5,42.5,3228,Nauru 2007 Demographic Health Survey (national),National survey,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Nepal,524,1976,1976,15-49,MW,Asia,Southern Asia,NA,2.4,2.4,NA,NA,NA,0.1,NA,NA,0.1,NA,0.2,1.6,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,818,Nepal 1976 World Fertility Survey,WFS,,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,524,1981,1981,15-49,MW,Asia,Southern Asia,NA,6.8,6.8,NA,NA,NA,2.3,NA,0.1,0,NA,0.4,2.9,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,681,Nepal 1981 Contraceptive Prevalence Survey,CPS,,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,524,1985,1986,15-49,MW,Asia,Southern Asia,NA,15.1,15.1,NA,NA,NA,6.8,NA,0.5,0.1,NA,0.6,6.2,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,781,Nepal 1985-1986 Fertility and Family Planning Survey,National survey,,NA,Data pertain to non-pregnant women.,NA,NA,NA,NA,NA,NA
Nepal,524,1991,1992,15-49,MW,Asia,Southern Asia,NA,24.1,24.1,NA,NA,NA,12.1,0.3,2.3,0.2,NA,0.6,7.5,NA,NA,1.1,NA,NA,NA,15.3,12.4,27.7,46.5,13,"Nepal 1991-1992 Fertility, Family Planning and Health Survey",National survey,,NA,Data pertain to non-pregnant women.,NA,NA,NA,NA,NA,NA
Nepal,524,1996,1996,15-49,MW,Asia,Southern Asia,NA,28.5,26,2.5,NA,NA,12.1,0.4,4.5,0.3,NA,1.9,5.4,NA,0.2,1.4,0.9,0.1,1.4,17.5,14.8,32.4,42.7,1801,Nepal 1996 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,524,2e3,2e3,15-49,MW,Asia,Southern Asia,NA,37.3,37.1,0.2,NA,NA,14.5,0.3,10.6,0.1,NA,1.4,7.7,NA,NA,2.4,0.2,0.1,NA,NA,NA,NA,NA,3229,Nepal 2000 BCHIMES,National survey,,NA,Data pertain to non-pregnant women.,NA,NA,NA,NA,NA,NA
Nepal,524,2001,2001,15-49,MW,Asia,Southern Asia,NA,39.3,35.4,3.9,NA,NA,15,0.6,8.4,0.4,NA,2.9,6.3,NA,0.3,1.6,1.1,0,2.6,16.7,11.1,27.8,52.8,1800,Nepal 2001 Demographic and Health Survey,DHS,,Figures by method do not add up to the total.,NA,NA,Including folk methods.,NA,NA,NA,NA
Nepal,524,2003,2004,15-49,MW,Asia,Southern Asia,NA,38.3,37.9,0.4,NA,NA,12.6,NA,NA,NA,NA,2.9,7.6,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2932,Nepal 2003-2004 Living Standards Measurement Survey,LSMS,,NA,NA,"Including injectables, implants, IUD, pills and vaginal barrier methods.",NA,NA,NA,NA,NA
Nepal,524,2006,2006,15-49,MW,Asia,Southern Asia,NA,48,44.2,3.7,NA,NA,18,0.8,10.1,0.7,NA,4.8,6.3,NA,0,3.5,1.2,NA,2.6,15.4,9.3,24.7,60.8,1851,Nepal 2006 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Nepal,524,2011,2011,15-49,MW,Asia,Southern Asia,NA,49.7,43.2,6.5,NA,NA,15.2,1.2,9.2,1.3,NA,4.3,7.8,NA,0,4.1,1.1,NA,5.4,17.6,9.9,27.5,56,5065,Nepal 2011 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,524,2014,2014,15-49,MW,Asia,Southern Asia,NA,49.6,47.1,2.5,NA,0,18,1.3,13,1.7,NA,3.7,4.7,NA,0.1,4.7,0.2,0.1,2.2,NA,NA,NA,NA,5672,Nepal 2014 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,524,2016,2017,15-49,MW,Asia,Southern Asia,NA,52.6,42.8,9.8,NA,NA,14.7,3.3,8.9,1.4,NA,4.2,5.5,0.1,0.1,4.6,1.1,NA,8.7,15.6,8.1,23.7,56.1,6086,Nepal 2016 Demographic and Health Survey (DHS),DHS,,NA,NA,Including lactational amenorrhea method (LAM) and emergency contraception.,NA,NA,NA,NA,NA
Netherlands,528,1969,1969,See notes,MW,Europe,Western Europe,NA,59,41.6,17.5,NA,NA,NA,NA,NA,0.6,NA,13.6,NA,NA,1,26.6,11.2,0.8,5.3,NA,NA,NA,NA,5144,Netherlands 1969 National Fertility Survey,National survey,,Adjusted.,"Data pertain to women who married in 1958, 1963 and 1968.",Excluding male and female sterilization.,NA,NA,NA,NA,NA
Netherlands,528,1975,1975,See notes,MW,Europe,Western Europe,NA,75,69.1,5.9,NA,NA,2.3,NA,NA,4.5,NA,10.5,2.3,NA,0.8,49.5,3,0.8,2.3,NA,NA,NA,NA,3230,Netherlands 1975 Survey on Fertility and Parenthood Motivation,National survey,,Adjusted.,Data pertain to women who married between 1963 and 1973.,NA,NA,NA,NA,NA,NA
Netherlands,528,1977,1977,16-49,EM,Europe,Western Europe,NA,73,65.2,7.8,NA,NA,NA,NA,0,4.3,NA,8,NA,12.9,NA,40,NA,NA,NA,NA,NA,NA,NA,5145,Netherlands 1977 Fertility Survey ,National survey,,NA,Data pertain to ever-married women of reproductive age.,Including male and female sterilization.,"Including abstinence, rhythm and withdrawal.",NA,NA,NA,NA
